student_id,problem_id,correctness_rate,attempts,attempted_at,difficulty,submission_count,runtime_ms,source_code,complexity_score,source_cohort,prev_difficulty,label,prev_difficulty_ord,train_test_split
022487bb-6e2c-4a58-9bb3-519cfda75fb1,107,0.0,5,2026-08-18 14:57:13.823593+00:00,hard,5,5829,"class CircularQueue:
    def __init__(self, capacity):
        pass

    def enqueue(self, item):
        pass

    def dequeue(self):
        pass

    def peek(self):
        pass

    def is_full(self):
        pass

    def is_empty(self):
        pass

    def size(self):
        pass
",0,G2,hard,easy,2,TRAIN
022487bb-6e2c-4a58-9bb3-519cfda75fb1,45,0.0,5,2026-08-18 14:57:17.889749+00:00,easy,5,2911,"def text_report(text):
    """"""
    Return a dict with char_count, word_count, sentence_count, unique_words, most_common_word,
    avg_word_length, and longest_word for the given text.
    """"""
    pass
",0,G2,hard,easy,2,TRAIN
022487bb-6e2c-4a58-9bb3-519cfda75fb1,53,0.0,5,2026-08-18 14:57:23.599119+00:00,medium,5,7766,"class InventoryManager:
    def __init__(self):
        self.__inventory = {}

    def add_item(self, name, price, stock, category):
        pass

    def restock(self, name, quantity):
        pass

    def sell(self, name, quantity):
        pass

    def get_by_category(self, category):
        pass

    def total_value(self):
        pass

    def low_stock_alert(self, threshold=5):
        pass
",0,G2,easy,easy,0,TRAIN
022487bb-6e2c-4a58-9bb3-519cfda75fb1,27,0.0,5,2026-08-18 14:57:24.838268+00:00,easy,5,4849,"def staircase(n):
    """"""
    Print a staircase pattern with running totals per row, followed by the grand total.
    """"""
    pass
",0,G2,medium,easy,1,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,100,100.0,5,2026-08-18 14:06:12.657577+00:00,hard,1,6749,"def check_brackets(s):
    stack = []
    pairs = {')': '(', ']':'[', '}':'{'}

    for char in s:
        if char in ""([{"":
            stack.append(char)
        elif char in "")]}"":
            if not stack or stack.pop() != pairs[char]:
                return False

    return not stack
",1,G2,,hard,-1,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,105,100.0,2,2026-08-18 14:11:23.488478+00:00,hard,1,5873,"def round_robin(tasks, cooldown):
    queue = list(tasks)
    elapsed = 0

    while queue:
        name, remaining = queue.pop(0)

        worked = min(remaining, cooldown)
        elapsed += worked
        remaining -= worked

        if remaining > 0:
            queue.append((name, remaining))
    return elapsed
",1,G2,hard,hard,2,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,103,100.0,2,2026-08-18 14:17:30.287433+00:00,hard,1,4858,"def simulate_queue(customers):
    queue = list(customers)
    result = {}
    current_time = 0

    while queue:
        name, service_time = queue.pop(0)
        current_time += service_time
        result[name] = current_time
    return result
",1,G2,hard,hard,2,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,104,100.0,2,2026-08-18 14:25:02.299071+00:00,hard,1,5800,"def next_greater(nums):
    result = [-1] * len(nums)
    stack = []

    for i in range(len(nums) - 1, -1, -1):
        while stack and stack[-1] <= nums[i]:
            stack.pop()

        if stack:
            result[i] = stack[-1]

        stack.append(nums[i])
    return result",2,G2,hard,hard,2,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,112,100.0,3,2026-08-18 14:34:08.065995+00:00,hard,1,6391,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def find_middle(head):
    slow = head
    fast = head

    while fast and fast.next:
        slow = slow.next
        fast = fast.next.next

    if slow:
        return slow.val
    return None
",1,G2,hard,hard,2,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,113,100.0,2,2026-08-18 14:38:18.445604+00:00,hard,1,5844,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def merge_sorted(l1, l2):
    if l1 is None:
        return l2
    if l2 is None:
        return l1

    if l1.val < l2.val:
        head = l1
        l1 = l1.next
    else:
        head = l2
        l2 = l2.next

    current = head

    while l1 is not None and l2 is not None:
        if l1.val < l2.val:
            current.next = l1
            l1 = l1.next
        else:
            current.next = l2
            l2 = l2.next

        current = current.next

    if l1 is not None:
        current.next = l1
    else:
        current.next = l2

    return head
",1,G2,hard,medium,2,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,5,100.0,2,2026-08-18 14:41:03.262264+00:00,easy,1,5846,"def simple_calculator(a, b, op):
    if op == ""+"":
        result = a + b
    elif op == ""-"":
        result = a - b
    elif op == ""*"":
        result = a * b
    elif op == ""/"":
        if b == 0:
            print(""Error: Division by zero"")
            return
        result = a / b
    else:
        print(""Error: Unknown operator"")
        return

    print(round(result, 2))",0,G2,hard,medium,2,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,15,100.0,2,2026-08-18 14:43:08.890769+00:00,easy,1,7770,"def rps_result(p1, p2):
    valid = [""Rock"", ""Paper"", ""Scissors""]

    if p1 not in valid or p2 not in valid:
        return ""Invalid""

    if p1 == p2:
        return ""Draw""

    if (p1 == ""Rock"" and p2 == ""Scissors"") or \
       (p1 == ""Scissors"" and p2 == ""Paper"") or \
       (p1 == ""Paper"" and p2 == ""Rock""):
        return ""Player 1 wins""

    return ""Player 2 wins""",0,G2,easy,hard,0,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,60,100.0,2,2026-08-18 14:44:55.742192+00:00,medium,1,6755,"class Pet:
    def __init__(self, name, age, owner):
        self.name = name
        self.age = age
        self.owner = owner

    def info(self):
        return f""{self.name} (age {self.age}), owned by {self.owner}""

    def sound(self):
        return f""{self.name} makes a sound""

    def human_age(self):
        return self.age * 7


class Dog(Pet):
    def __init__(self, name, age, owner, breed):
        super().__init__(name, age, owner)
        self.breed = breed

    def sound(self):
        return f""{self.name} barks""

    def info(self):
        return super().info() + f"", Breed: {self.breed}""


class Cat(Pet):
    def __init__(self, name, age, owner, indoor):
        super().__init__(name, age, owner)
        self.indoor = indoor

    def sound(self):
        return f""{self.name} meows""

    def info(self):
        return super().info() + f"", Indoor: {self.indoor}""

    def human_age(self):
        return self.age * 5


class Parrot(Pet):
    def __init__(self, name, age, owner, phrase):
        super().__init__(name, age, owner)
        self.phrase = phrase

    def sound(self):
        return f""{self.name} says: {self.phrase}""

    def info(self):
        return super().info() + f"", Phrase: {self.phrase}""

    def human_age(self):
        return self.age * 4",3,G2,easy,hard,0,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,96,100.0,2,2026-08-18 14:51:34.008206+00:00,medium,1,4855,"def flood_fill(grid, row, col, new_color):
    result = [r[:] for r in grid]
    old_color = result[row][col]

    if old_color == new_color:
        return result

    stack = [(row, col)]

    while stack:
        r, c = stack.pop()
        result[r][c] = new_color

        for nr, nc in [(r-1, c), (r+1, c), (r, c-1), (r, c+1)]:
            if 0 <= nr < len(result) and 0 <= nc < len(result[0]):
                if result[nr][nc] == old_color:
                    stack.append((nr, nc))

    return result",2,G2,medium,medium,1,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,16,100.0,2,2026-08-18 15:09:45.938049+00:00,easy,1,6802,"def check_loan(age, income, credit_score, existing_loans):
    if age < 18:
        return ""Rejected: Underage""
    elif income < 15000:
        return ""Rejected: Insufficient income""
    elif credit_score < 600:
        return ""Rejected: Poor credit score""
    elif existing_loans >= 3:
        return ""Rejected: Too many existing loans""
    elif credit_score >= 750 and income >= 50000:
        return ""Approved: Premium""
    elif credit_score >= 700:
        return ""Approved: Standard""
    else:
        return ""Approved: Basic""",0,G2,medium,medium,1,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,44,80.0,4,2026-08-18 15:17:48.020735+00:00,easy,1,9826,"def flatten_and_sort(nested):
    flat = [item for group in nested for item in group]
    return sorted(flat)


def flatten_and_filter(nested, threshold):
    flat = [item for group in nested for item in group]
    return [item for item in flat if item > threshold]


def flatten_and_deduplicate(nested):
    flat = [item for group in nested for item in group]
    return sorted(flat)",2,G2,easy,medium,0,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,61,71.43,5,2026-08-18 15:22:07.487329+00:00,medium,1,6853,"class StaffMember:
    def __init__(self, staff_id, name, department):
        self.staff_id = staff_id
        self.name = name
        self.department = department
        self.__attendance = []

    def mark_attendance(self, date):
        if date in self.__attendance:
            raise ValueError(""Attendance already recorded"")
        self.__attendance.append(date)

    def attendance_count(self):
        return len(self.__attendance)

    def info(self):
        return f""[{self.staff_id}] {self.name} - {self.department}""

    def teaching_hours(self):
        return 0


class Teacher(StaffMember):
    def __init__(self, staff_id, name, department, subject):
        super().__init__(staff_id, name, department)
        self.subject = subject

    def info(self):
        return super().info() + f"", Subject: {self.subject}""

    def teaching_hours(self, hours_per_day=6):
        return self.attendance_count() * hours_per_day


class Administrator(StaffMember):
    def __init__(self, staff_id, name, department, role):
        super().__init__(staff_id, name, department)
        self.role = role

    def info(self):
        return super().info() + f"", Role: {self.role}""

    def is_senior(self, threshold=20):
        return self.attendance_count() >= threshold",3,G2,easy,medium,0,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,89,66.67,4,2026-08-18 15:31:38.436953+00:00,medium,1,5967,"class LRUCache:
    def __init__(self, capacity):
        if capacity < 1:
            raise ValueError(""Capacity must be at least 1"")

        self.capacity = capacity
        self.cache = {}
        self.order = []

    def get(self, key):
        if key not in self.cache:
            return -1

        return self.cache[key]

    def put(self, key, value):
        if key in self.cache:
            self.order.remove(key)

        self.cache[key] = value
        self.order.append(key)

        if len(self.order) > self.capacity:
            old_key = self.order.pop(0)
            del self.cache[old_key]

    def size(self):
        return len(self.cache)

    def keys(self):
        return list(reversed(self.order))",0,G2,medium,hard,1,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,143,100.0,7,2026-08-18 15:48:26.993387+00:00,hard,1,3869,"def solve_n_queens(n):
    solutions = []
    board = [["".""] * n for _ in range(n)]
    used_cols = set()
    used_diag = set()
    used_other = set()

    def solve(row):
        if row == n:
            solutions.append(["""".join(row) for row in board])
            return

        for col in range(n):
            diag1 = row - col
            diag2 = row + col

            if col in used_cols or diag1 in used_diag or diag2 in used_other:
                continue

            board[row][col] = ""Q""
            used_cols.add(col)
            used_diag.add(diag1)
            used_other.add(diag2)

            solve(row + 1)

            board[row][col] = "".""
            used_cols.remove(col)
            used_diag.remove(diag1)
            used_other.remove(diag2)

    solve(0)
    return sorted(solutions)",2,G2,medium,hard,1,TRAIN
08d6ced7-e852-4323-8844-8e525fb55cf1,139,100.0,6,2026-08-18 16:30:43.688688+00:00,hard,3,2984,"def hanoi(n, source, target, auxiliary):
    moves = []

    if n == 1:
        moves.append(f""Move disk 1 from {source} to {target}"")
        return moves

    moves += hanoi(n - 1, source, auxiliary, target)
    moves.append(f""Move disk {n} from {source} to {target}"")
    moves += hanoi(n - 1, auxiliary, target, source)

    return moves",3,G2,hard,hard,2,TRAIN
0e0fcb50-22e0-46d0-bad8-e9736cbd4d17,64,83.33,4,2026-08-18 16:18:54.802210+00:00,medium,1,5847,"class Notification:
    def __init__(self, recipient, message):
        self.recipient = recipient
        self.message = message
        

    def send(self):
        return f""Sending notification to {self.recipient}""


class EmailNotification(Notification):
    def send(self):
        return f""Email sent to {self.recipient}: {self.message}""

class SMSNotification(Notification):
    def send(self):
        return f""SMS sent to {self.recipient}: {self.message}""

class PushNotification(Notification):
    def send(self):
        return f""Push notification sent to {self.recipient}: {sef.message}""


def send_all(notifications):
   return [notification.send() for notification in notifications]",1,G2,,hard,-1,TRAIN
0e0fcb50-22e0-46d0-bad8-e9736cbd4d17,65,100.0,4,2026-08-18 16:30:29.374735+00:00,medium,1,5793,"class Payment:
    def __init__(self, amount):
        self.amount = amount

    def process(self):
        return f""Processing payment of {self.amount}""


class CreditCard(Payment):
    def __init__(self, amount, card_number):
        super().__init__(amount)
        self.card_number = str(card_number)

    def process(self):
        last_4 = self.card_number[-4:]
        return f""Credit card ending in {last_4} charged {self.amount}""


class PayPal(Payment):
    def __init__(self, amount, email):
        super().__init__(amount)
        self.email = email

    def process(self):
        return f""PayPal payment of {self.amount} sent to {self.email}""


class Cash(Payment):
    def process(self):
        return f""Cash payment of {self.amount} accepted""


def process_all(payments):
    return [payment.process() for payment in payments]",3,G2,medium,easy,1,TRAIN
0e0fcb50-22e0-46d0-bad8-e9736cbd4d17,70,0.0,5,2026-08-18 16:42:58.016643+00:00,medium,1,4850,"class ReportSection:
    def __init__(self, title, data):
        self.title = title
        self.data = data

    def generate(self):
        return f""=== {title} ===\n{formatted_data}""

    def summary(self):
        return f""{title}: {len(data)} item(s)""

class TableSection(ReportSection):
    def __init__(self, title, data, headers):
        self.title = title
        self.data = data
        self.headers = headers

    def generate(self):
        pass

class ChartSection(ReportSection):
    def generate(self):
        pass

class SummarySection(ReportSection):
    def __init__(self, title, sections):
        pass

    def generate(self):
        pass

def build_report(sections):
    """"""
    Return the full report, joining each section's generate() with a blank line.
    """"""
    pass
",0,G2,medium,easy,1,TRAIN
0e0fcb50-22e0-46d0-bad8-e9736cbd4d17,54,50.0,10,2026-08-18 17:04:58.435465+00:00,medium,1,7799,"class TicketBooking:
    def __init__(self) -> None:
        self.__seats: dict[str, dict] = {}

    def add_seat(self, seat_id: str, price: float) -> None:
        if seat_id in self.__seats:
            raise ValueError(f""Seat '{seat_id}' already exists."")
        if price <= 0:
            raise ValueError(""Price must be greater than 0."")

        self.__seats[seat_id] = {
            ""status"": ""available"",
            ""holder"": None,
            ""price"": float(price),
        }

    def book_seat(self, seat_id: str, holder_name: str) -> None:
        if seat_id not in self.__seats:
            raise ValueError(f""Seat '{seat_id}' not found."")
        if self.__seats[seat_id][""status""] == ""booked"":
            raise ValueError(f""Seat '{seat_id}' is already booked."")

        self.__seats[seat_id][""status""] = ""booked""
        self.__seats[seat_id][""holder""] = holder_name

    def cancel_booking(self, seat_id: str) -> None:
        if seat_id not in self.__seats:
            raise ValueError(f""Seat '{seat_id}' not found."")
        if self.__seats[seat_id][""status""] == ""available"":
            raise ValueError(f""Seat '{seat_id}' is not currently booked."")

        self.__seats[seat_id][""status""] = ""available""
        self.__seats[seat_id][""holder""] = None

    def available_seats(self) -> list[str]:
        return sorted(
            seat_id
            for seat_id, info in self.__seats.items()
            if info[""status""] == ""available""
        )",1,G2,medium,hard,1,TRAIN
0e0fcb50-22e0-46d0-bad8-e9736cbd4d17,49,100.0,7,2026-08-18 17:19:53.929447+00:00,medium,1,6075,"class BankAccount:
    def __init__(self):
        self.__balance = 0

    def deposit(self, amount):
        if (amount <= 0):
            raise ValueError(""Your amount is 0 or less than 0"")
        else:
            self.__balance += amount

    def withdraw(self, amount):
        if amount <= 0:
            raise ValueError(""Amount must be greater than 0"")
        elif amount > self.__balance:
            raise ValueError(""Insufficient funds"")
        self.__balance -= amount

    def get_balance(self):
        return self.__balance

    def transfer(self, amount, target):
        self.withdraw(amount)
        target.deposit(amount)",0,G2,medium,hard,1,TRAIN
10eca2a7-ec07-4e77-b020-6a41a9c9266e,4,100.0,13,2026-08-18 12:18:15.015399+00:00,easy,1,3881,"def rectangle_properties(width, height):
    """"""
    Print the area, perimeter, diagonal (rounded to 2 dp), and whether the rectangle is a square.
    """"""
    area = width * height
    perimeter = 2 * (width + height)
    diagonal = (width**2 + height**2) ** 0.5

    print(f""Area: {area}"")
    print(f""Perimeter: {perimeter}"")
    print(f""Diagonal: {round(diagonal, 2)}"")
    print(f""Is square: {width == height}"")",0,G2,,hard,-1,TRAIN
10eca2a7-ec07-4e77-b020-6a41a9c9266e,59,100.0,7,2026-08-18 12:48:26.727927+00:00,medium,1,7736,"class Media:
    def __init__(self, title, creator, year):
        self.title = title
        self.creator = creator
        self.year = year

    def info(self):
        return f""{self.title} by {self.creator} ({self.year})""

    def is_classic(self):
        return self.year < 2000


class Book(Media):
    def __init__(self, title, creator, year, pages):
        super().__init__(title, creator, year)
        self.pages = pages

    def info(self):
        return f""{self.title} by {self.creator} ({self.year}) — {self.pages} pages""

    def reading_time(self, wpm=250):
        words = self.pages * 250
        return round(words / wpm)


class Movie(Media):
    def __init__(self, title, creator, year, duration_min):
        super().__init__(title, creator, year)
        self.duration_min = duration_min

    def info(self):
        return f""{self.title} directed by {self.creator} ({self.year}) — {self.duration_min} min""

    def is_feature(self):
        return self.duration_min >= 60


class Song(Media):
    def __init__(self, title, creator, year, duration_sec):
        super().__init__(title, creator, year)
        self.duration_sec = duration_sec

    def info(self):
        return f""{self.title} by {self.creator} ({self.year}) — {self.duration_sec}s""

    def formatted_duration(self):
        minutes, seconds = divmod(self.duration_sec, 60)
        return f""{minutes}:{seconds:02d}""",3,G2,easy,hard,0,TRAIN
10eca2a7-ec07-4e77-b020-6a41a9c9266e,113,100.0,2,2026-08-18 12:58:22.537896+00:00,hard,1,5880,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def merge_sorted(l1, l2):
    """"""
    Merge two sorted linked lists into one sorted linked list (relink nodes, don't create new ones) and return the head.
    """"""
    dummy = ListNode()
    tail = dummy

    while l1 and l2:
        if l1.val < l2.val:
            tail.next = l1
            l1 = l1.next
        else:
            tail.next = l2
            l2 = l2.next
        tail = tail.next
    
    tail.next = l1 or l2
    return dummy.next
            
    pass
",1,G2,medium,hard,1,TRAIN
10eca2a7-ec07-4e77-b020-6a41a9c9266e,121,100.0,3,2026-08-18 13:06:11.963680+00:00,hard,1,6785,"class TreeNode:
    def __init__(self, val=0, left=None, right=None):
        self.val = val
        self.left = left
        self.right = right

def inorder(root):
    """"""
    Return node values via iterative inorder traversal (explicit stack).
    """"""
    result = []
    stack = []
    current = root
    
    while current or stack:
        while current:
            stack.append(current)
            current = current.left

        current = stack.pop()
        result.append(current.val)
        
        current = current.right
        
    return result

def preorder(root):
    """"""
    Return node values via iterative preorder traversal (explicit stack).
    """"""
    if not root:
        return []
        
    result = []
    stack = [root]
    
    while stack:
        current = stack.pop()
        result.append(current.val)
        
        if current.right:
            stack.append(current.right)
        if current.left:
            stack.append(current.left)
            
    return result

def postorder(root):
    """"""
    Return node values via iterative postorder traversal (explicit stack).
    """"""
    if not root:
        return []
        
    result = []
    stack = [root]
    

    while stack:
        current = stack.pop()
        result.append(current.val)
        
        if current.left:
            stack.append(current.left)
        if current.right:
            stack.append(current.right)
            
    return result[::-1] 
",2,G2,hard,hard,2,TRAIN
10eca2a7-ec07-4e77-b020-6a41a9c9266e,139,100.0,7,2026-08-18 13:24:01.845155+00:00,hard,1,2909,"def hanoi(n, source, target, auxiliary):
    """"""
    Return the list of move strings solving Tower of Hanoi with n disks.
    """"""
    if n == 0:
        return []

    move = []

    move.extend(hanoi(n-1, source, auxiliary, target))

    move.append(f""Move disk {n} from {source} to {target}"")

    move.extend(hanoi(n-1, auxiliary, target, source))

    return move
    pass
",3,G2,hard,medium,2,TRAIN
1cbaaf59-3ac4-4b95-b573-6d09e3605af4,37,100.0,5,2026-08-16 16:14:57.120922+00:00,easy,1,5896,"def count_occurrences(text, sub):
    """"""
    Return the number of non-overlapping, case-insensitive occurrences of sub in text.
    """"""
    return text.lower().count(sub.lower())
    pass
",0,G1,,medium,-1,TRAIN
1cbaaf59-3ac4-4b95-b573-6d09e3605af4,38,100.0,9,2026-08-16 18:54:53.395622+00:00,easy,1,4895,"def is_palindrome_str(s):
    """"""
    Return True if s is a palindrome, ignoring spaces and casing.
    """"""
    pal = s.lower().replace("" "", """")
    if (pal[::-1] == pal):
        return True
    return False",0,G1,easy,hard,0,TRAIN
1cbaaf59-3ac4-4b95-b573-6d09e3605af4,137,100.0,2,2026-08-16 19:02:12.710213+00:00,hard,1,5815,"def is_palindrome(s):
    """"""
    Recursively check if s is a palindrome (no loops or string reversal).
    """"""
    if len(s) <= 1:
        return True

    if s[0] != s[-1]:
        return False

    return is_palindrome(s[1:-1])",2,G1,easy,hard,0,TRAIN
1cbaaf59-3ac4-4b95-b573-6d09e3605af4,136,100.0,2,2026-08-16 19:09:40.929717+00:00,hard,1,5837,"def flatten(nested):
    """"""
    Recursively flatten an arbitrarily nested list into a single flat list of integers.
    """"""
    result = []

    for item in nested:
        if isinstance(item, list):
            result.extend(flatten(item))
        else:
            result.append(item)

    return result",2,G1,hard,hard,2,TRAIN
1cbaaf59-3ac4-4b95-b573-6d09e3605af4,138,100.0,2,2026-08-16 19:13:27.810646+00:00,hard,1,5833,"def count_paths(rows, cols):
    """"""
    Recursively count the unique top-left to bottom-right paths in a rows x cols grid (right/down moves only).
    """"""
    if rows == 1 or cols == 1:
        return 1

    return count_paths(rows - 1, cols) + count_paths(rows, cols - 1)

def count_paths_memo(rows, cols, memo=None):
    """"""
    Same as count_paths, with memoization to avoid recomputation.
    """"""
    if memo is None:
        memo = {}

    if rows == 1 or cols == 1:
        return 1

    if (rows, cols) in memo:
        return memo[(rows, cols)]

    memo[(rows, cols)] = (
        count_paths_memo(rows - 1, cols, memo)
        + count_paths_memo(rows, cols - 1, memo)
    )

    return memo[(rows, cols)]
",3,G1,hard,hard,2,TRAIN
1d27fba0-faa7-43ff-a85d-df9284b01883,109,100.0,2,2026-08-18 06:03:08.929829+00:00,hard,1,6815,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def ll_sum(head):
    """"""
    Return the sum of all node values in the linked list. Return 0 for an empty list.
    """"""
    total = 0
    current = head
    while current is not None:
        total += current.val
        current = current.next
    return total

def ll_to_list(head):
    """"""
    Convert a linked list to a Python list of values.
    """"""
    result = []
    current = head
    while current is not None:
        result.append(current.val)
        current = current.next
    return result

def list_to_ll(values):
    """"""
    Convert a Python list to a linked list and return the head node (or None if empty).
    """"""
    if not values:
        return None
    head = ListNode(values[0])
    current = head
    for value in values[1:]:
        current.next = ListNode(value)
        current = current.next
    return head",1,G2,,hard,-1,TRAIN
1d27fba0-faa7-43ff-a85d-df9284b01883,115,100.0,2,2026-08-18 06:57:53.668475+00:00,hard,1,6447,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next

def remove_nth_from_end(head, n):
    """"""
    Remove the nth node from the end (single pass, two-pointer) and return the head.
    """"""
    temp = ListNode(0, head)
    pointer1 = temp
    pointer2 = temp

    for _ in range(n):
        pointer1 = pointer1.next

    while pointer1.next is not None:
        pointer1 = pointer1.next
        pointer2 = pointer2.next

    pointer2.next = pointer2.next.next

    return temp.next",1,G2,hard,hard,2,TRAIN
2a07d75e-71d9-44cc-9218-dffa73f52b31,37,100.0,5,2026-08-18 05:37:17.795530+00:00,easy,2,5846,"def count_occurrences(text, sub):
    """"""
    Return the number of non-overlapping, case-insensitive occurrences of sub in text.
    """"""
    if not sub:
        return 0
    return text.lower().count(sub.lower())
",0,G2,,medium,-1,TRAIN
