student_id,problem_id,correctness_rate,attempts,attempted_at,difficulty,runtime_ms,source_code,complexity_score,prev_difficulty,label,prev_difficulty_ord,train_test_split
483a1cd9-90fc-48f1-9868-f7c79dcd4bfd,129,100.0,2,2026-08-16 13:06:36.883111+00:00,hard,5842,"def insertion_sort(arr):
    """"""
    Sort arr ascending using insertion sort.
    Return the sorted list.
    """"""
    # Traverse through 1 to len(arr)
    for i in range(1, len(arr)):
        key = arr[i]
        
        # Move elements of arr[0..i-1], that are greater than key,
        # to one position ahead of their current position
        j = i - 1
        while j >= 0 and key < arr[j]:
            arr[j + 1] = arr[j]
            j -= 1
        arr[j + 1] = key
        
    return arr",2,medium,hard,1,TRAIN
483a1cd9-90fc-48f1-9868-f7c79dcd4bfd,127,100.0,2,2026-08-16 13:08:59.893401+00:00,hard,6813,"def bubble_sort(arr):
    """"""
    Sort arr ascending using bubble sort with early termination.
    Return the sorted list.
    """"""
    n = len(arr)
    
    for i in range(n):
        # Flag to check if any swaps happen in this pass
        swapped = False
        
        # Last i elements are already in place, so we don't need to check them
        for j in range(0, n - i - 1):
            if arr[j] > arr[j + 1]:
                # Swap the elements
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
                swapped = True
                
        # If no two elements were swapped by inner loop, then break
        if not swapped:
            break
            
    return arr",2,hard,hard,2,TRAIN
483a1cd9-90fc-48f1-9868-f7c79dcd4bfd,130,100.0,2,2026-08-16 13:11:13.288768+00:00,hard,6748,"def merge(left, right):
    """"""
    Merge two sorted lists into one sorted list.
    """"""
    result = []
    i = j = 0
    
    # Compare elements from both lists and add the smaller one to result
    while i < len(left) and j < len(right):
        if left[i] <= right[j]:
            result.append(left[i])
            i += 1
        else:
            result.append(right[j])
            j += 1
            
    # If there are any remaining elements in the left list, add them
    while i < len(left):
        result.append(left[i])
        i += 1
        
    # If there are any remaining elements in the right list, add them
    while j < len(right):
        result.append(right[j])
        j += 1
        
    return result

def merge_sort(arr):
    """"""
    Sort arr ascending using recursive merge sort.
    Return the sorted list.
    """"""
    # Base case: a list of zero or one elements is already sorted
    if len(arr) <= 1:
        return arr
        
    # Find the middle to split the list in two
    mid = len(arr) // 2
    
    # Recursively sort both halves
    left_half = merge_sort(arr[:mid])
    right_half = merge_sort(arr[mid:])
    
    # Merge the sorted halves back together
    return merge(left_half, right_half)",3,hard,hard,2,TRAIN
483a1cd9-90fc-48f1-9868-f7c79dcd4bfd,131,100.0,2,2026-08-16 13:36:41.204864+00:00,hard,6773,"def partition(arr, low, high):
    """"""
    Partition arr[low:high+1] around the last element as pivot; return the pivot's
    final index.
    """"""
    # Use the last element as the pivot
    pivot = arr[high]
    
    # Pointer for the greater element
    i = low - 1
    
    # Traverse through elements and compare with the pivot
    for j in range(low, high):
        if arr[j] <= pivot:
            # Swap if the element is smaller than or equal to the pivot
            i += 1
            arr[i], arr[j] = arr[j], arr[i]
            
    # Swap the pivot element with the greater element specified by i
    arr[i + 1], arr[high] = arr[high], arr[i + 1]
    
    # Return the final pivot position
    return i + 1

def quicksort(arr):
    """"""
    Sort arr ascending using quicksort (last element as pivot). Return the sorted
    list.
    """"""
    # Helper function to track our low and high pointers
    def _quicksort_helper(arr, low, high):
        if low < high:
            # Find the pivot index where the list is partitioned
            pi = partition(arr, low, high)
            
            # Recursively sort elements before and after partition
            _quicksort_helper(arr, low, pi - 1)
            _quicksort_helper(arr, pi + 1, high)
            
    # Handle empty or single-element lists by only running if arr has items
    if arr:
        _quicksort_helper(arr, 0, len(arr) - 1)
        
    return arr",3,hard,hard,2,TRAIN
4a34d175-df10-4075-8c4b-3ff7a5531917,55,75.0,17,2026-08-17 03:13:35.440151+00:00,medium,7838,"class Shape:
    def area(self):
        return 0

    def describe(self):
        return f""I am a {self.__class__.__name__} with area {self.area():.2f}""

class Circle(Shape):
    def __init__(self, radius):
        self.radius = radius

    def area(self):
        return round(3.14159 * (self.radius ** 2),2)

class Rectangle(Shape):
    def __init__(self, width, height):
        self.width = width
        self.height = height

    def area(self):
        return (self.width * self.height)

class Triangle(Shape):
    def __init__(self, base, height):
        self.base = base
        self.height = height

    def area(self):
        return 0.5 * (self.base * self.height)
",0,,hard,-1,TRAIN
6b7e0514-aac3-4592-80db-c17ccee421e7,40,100.0,2,2026-08-17 00:26:37.740897+00:00,easy,4818,"def filter_transform(nums):
    """"""
    Return a list of the even numbers in nums, each multiplied by 2 (use a list comprehension).
    """"""
    return [num * 2 for num in nums if num % 2 == 0]",1,,hard,-1,TEST
6b7e0514-aac3-4592-80db-c17ccee421e7,95,100.0,2,2026-08-17 00:28:33.277054+00:00,medium,5764,"def transpose(matrix):
    """"""
    Return the transpose of matrix (rows become columns). Do not modify the original.
    """"""
    if not matrix:
        return []

    return [list(column) for column in zip(*matrix)]


def multiply(A, B):
    """"""
    Return the matrix product of A and B. Raise ValueError if dimensions are incompatible.
    """"""
    if not A or not B:
        return []

    if len(A[0]) != len(B):
        raise ValueError(""Incompatible matrix dimensions"")

    return [
        [sum(A[i][k] * B[k][j] for k in range(len(B)))
         for j in range(len(B[0]))]
        for i in range(len(A))
    ]",3,easy,hard,0,TEST
6b7e0514-aac3-4592-80db-c17ccee421e7,94,100.0,2,2026-08-17 00:31:47.974555+00:00,medium,5899,"def main_diagonal(matrix):
    """"""
    Return the elements on the main diagonal (top-left to bottom-right).
    """"""
    return [matrix[i][i] for i in range(len(matrix))]


def anti_diagonal(matrix):
    """"""
    Return the elements on the anti-diagonal (top-right to bottom-left).
    """"""
    n = len(matrix)
    return [matrix[i][n - 1 - i] for i in range(n)]


def is_symmetric(matrix):
    """"""
    Return True if matrix equals its transpose.
    """"""
    n = len(matrix)

    for i in range(n):
        for j in range(n):
            if matrix[i][j] != matrix[j][i]:
                return False

    return True


def trace(matrix):
    """"""
    Return the sum of the main diagonal elements.
    """"""
    return sum(matrix[i][i] for i in range(len(matrix)))",2,medium,medium,1,TEST
6b7e0514-aac3-4592-80db-c17ccee421e7,105,0.0,2,2026-08-17 00:33:46.130659+00:00,hard,5780,"def round_robin(tasks, cooldown):
    """"""
    Simulate round-robin scheduling and return the total intervals elapsed until all tasks finish.
    """"""
    queue = list(tasks)
    elapsed = 0

    while queue:
        name, duration = queue.pop(0)

        work = min(duration, cooldown)
        elapsed += work
        duration -= work

        if duration > 0:
            queue.append((name, duration))
        else:
            # small mistake: adds an extra interval when a task finishes
            elapsed += 1

    return elapsed",1,medium,hard,1,TEST
6b7e0514-aac3-4592-80db-c17ccee421e7,112,100.0,2,2026-08-17 00:35:41.873979+00:00,hard,5802,"class ListNode:
    def __init__(self, val=0, next=None):
        self.val = val
        self.next = next


def find_middle(head):
    """"""
    Return the value of the middle node using slow/fast pointers (second middle if even length).
    """"""
    if head is None:
        return None

    slow = head
    fast = head

    while fast is not None and fast.next is not None:
        slow = slow.next
        fast = fast.next.next

    return slow.val",1,hard,hard,2,TEST
6b7e0514-aac3-4592-80db-c17ccee421e7,137,100.0,2,2026-08-17 00:37:12.850496+00:00,hard,5745,"def is_palindrome(s):
    """"""
    Recursively check if s is a palindrome (no loops or string reversal).
    """"""
    if len(s) <= 1:
        return True

    if s[0] != s[-1]:
        return False

    # Small mistake: skips two characters from each side
    return is_palindrome(s[2:-2])",2,hard,hard,2,TEST
6bc9ba12-19ee-48a1-b7ac-ff09decae009,102,100.0,2,2026-08-16 18:32:54.908290+00:00,hard,5803,"class UndoSystem:

    def __init__(self):
        self.doc = """"
        self.history = []

    def type(self, text):
        self.history.append(self.doc)
        self.doc += text

    def undo(self):
        if self.history:
            self.doc = self.history.pop()

    def get_document(self):
        return self.doc",0,,hard,-1,TRAIN
6bc9ba12-19ee-48a1-b7ac-ff09decae009,101,100.0,4,2026-08-16 18:38:11.766374+00:00,hard,5862,"class Queue:

    def __init__(self):
        self.items = []

    def enqueue(self, item):
        self.items.append(item)

    def dequeue(self):
        if self.is_empty():
            raise IndexError(""Queue is empty"")
        return self.items.pop(0)

    def peek(self):
        if self.is_empty():
            raise IndexError(""Queue is empty"")
        return self.items[0]

    def is_empty(self):
        return len(self.items) == 0

    def size(self):
        return len(self.items)
",0,hard,medium,2,TRAIN
6c0c8e2d-e112-4750-8792-0d4a4a8d07e3,129,100.0,3,2026-08-16 07:50:04.876041+00:00,hard,5895,"def insertion_sort(arr):
    """"""
    Sort arr ascending using insertion sort. Return the sorted list.
    """"""
    for i in range(1, len(arr)):
        key = arr[i]
        j = i - 1
        while j >= 0 and arr[j] > key:
            arr[j + 1] = arr[j]
            j -= 1
        arr[j + 1] = key
    return arr",2,,hard,-1,TRAIN
6c0c8e2d-e112-4750-8792-0d4a4a8d07e3,128,100.0,2,2026-08-16 07:54:19.505840+00:00,hard,5825,"def selection_sort(arr):
    """"""
    Sort arr ascending using selection sort. Return the sorted list.
    """"""
    n = len(arr)
    for i in range(n - 1):
        min_index = i
        for j in range(i + 1, n):
            if arr[j] < arr[min_index]:
                min_index = j
        arr[i], arr[min_index] = arr[min_index], arr[i]
    return arr",2,hard,hard,2,TRAIN
6c0c8e2d-e112-4750-8792-0d4a4a8d07e3,127,100.0,1,2026-08-16 07:58:27.388990+00:00,hard,7200,"def bubble_sort(arr):
    """"""
    Sort arr ascending using bubble sort with early termination. Return the sorted list.
    """"""
    n = len(arr)
    for i in range(n - 1):
        swapped = False
        for j in range(n - 1 - i):
            if arr[j] > arr[j + 1]:
                arr[j], arr[j + 1] = arr[j + 1], arr[j]
                swapped = True
        if not swapped:
            break
    return arr",2,hard,medium,2,TRAIN
6c0c8e2d-e112-4750-8792-0d4a4a8d07e3,16,100.0,1,2026-08-16 08:02:15.590113+00:00,easy,6777,"def check_loan(age, income, credit_score, existing_loans):
    """"""
    Evaluate a loan application against a sequence of eligibility rules and return the result string.
    """"""
    if age < 18:
        return ""Rejected: Underage""
    if income < 15000:
        return ""Rejected: Insufficient income""
    if credit_score < 600:
        return ""Rejected: Poor credit score""
    if existing_loans >= 3:
        return ""Rejected: Too many existing loans""
    if credit_score >= 750 and income >= 50000:
        return ""Approved: Premium""
    if credit_score >= 700:
        return ""Approved: Standard""
    return ""Approved: Basic""",0,hard,medium,2,TRAIN
