student_id,problem_id,difficulty,correctness_rate,runtime_ms,attempts,complexity_score,prev_difficulty,prev_difficulty_ord,label,train_test_split
S110,isPunctuation,hard,0.0,250.0,2,0,easy,0,0,TRAIN
S110,leftoverCandy,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S127,helloWorld,medium,0.5,250.0,2,0,,-1,0,TRAIN
S127,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S127,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S127,convertToDegrees,easy,0.0,250.0,2,0,easy,0,0,TRAIN
S127,findRoot,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S127,intToFloat,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S127,howManyEggCartons,hard,0.0,250.0,4,0,easy,0,0,TRAIN
S127,leftoverCandy,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S127,singlePigLatin,medium,0.5,250.0,2,0,easy,0,0,TRAIN
S127,hasTwoDigits,medium,0.25,250.0,4,0,medium,1,0,TRAIN
S127,isPrime,medium,0.5,250.0,2,1,medium,1,1,TRAIN
S132,helloWorld,medium,0.3333333333333333,250.0,3,0,,-1,0,TRAIN
S132,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S132,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S132,convertToDegrees,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S132,isPunctuation,hard,0.0,250.0,13,0,easy,0,0,TRAIN
S132,findRoot,easy,0.0,250.0,2,0,hard,2,0,TRAIN
S132,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S132,leftoverCandy,easy,0.5,250.0,4,0,easy,0,1,TRAIN
S132,howManyEggCartons,hard,0.125,250.0,8,0,easy,0,0,TRAIN
S132,backwardsCombine,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S132,singlePigLatin,medium,0.0,250.0,8,0,easy,0,0,TRAIN
S132,overNineThousand,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S139,doubleX,easy,1.0,250.0,1,0,,-1,0,TRAIN
S139,helloWorld,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S148,doubleX,easy,1.0,250.0,1,0,,-1,0,TRAIN
S148,helloWorld,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S148,raiseToPower,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S150,helloWorld,medium,0.5,250.0,2,0,,-1,0,TRAIN
S150,raiseToPower,easy,0.16666666666666666,250.0,6,0,medium,1,0,TRAIN
S150,convertToDegrees,easy,0.0,250.0,3,0,easy,0,1,TRAIN
S150,isPunctuation,hard,0.0,250.0,2,0,easy,0,0,TRAIN
S150,findRoot,easy,0.5,250.0,2,0,hard,2,0,TRAIN
S150,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S150,leftoverCandy,easy,0.25,250.0,4,0,easy,0,1,TRAIN
S150,howManyEggCartons,hard,0.0,250.0,11,0,easy,0,1,TRAIN
S150,kthDigit,hard,0.5,250.0,2,0,hard,2,0,TRAIN
S150,backwardsCombine,easy,0.16666666666666666,250.0,6,0,hard,2,0,TRAIN
S150,singlePigLatin,medium,0.0,250.0,9,0,easy,0,0,TRAIN
S150,firstAndLast,medium,0.16666666666666666,250.0,6,0,medium,1,0,TRAIN
S150,overNineThousand,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S150,hasTwoDigits,medium,0.3333333333333333,250.0,3,0,easy,0,0,TRAIN
S150,canDrinkAlcohol,medium,0.2,250.0,5,0,medium,1,1,TRAIN
S150,isEvenPositiveInt,hard,0.2,250.0,5,0,medium,1,1,TRAIN
S150,nearestBusStop,hard,0.0,250.0,1,1,hard,2,0,TRAIN
S150,carefulSquareRoot,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S150,middleElement,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S150,isSubstring,medium,0.1,250.0,20,0,easy,0,1,TRAIN
S150,sumOfDigits,hard,0.0,250.0,11,1,medium,1,1,TRAIN
S150,createNumberBlock,hard,0.0,250.0,3,2,hard,2,1,TRAIN
S150,reduceToPositive,hard,1.0,250.0,1,1,hard,2,1,TRAIN
S150,anyLowercase,hard,0.0,250.0,12,1,hard,2,0,TRAIN
S150,factorial,easy,0.6666666666666666,250.0,3,2,medium,1,0,TRAIN
S170,helloWorld,medium,0.25,250.0,4,0,,-1,0,TRAIN
S170,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S170,raiseToPower,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S170,isPunctuation,hard,0.0,250.0,7,0,easy,0,0,TRAIN
S170,findRoot,easy,0.0,250.0,1,0,hard,2,0,TRAIN
S170,intToFloat,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S170,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S170,howManyEggCartons,hard,0.5,250.0,2,0,easy,0,1,TRAIN
S170,kthDigit,hard,0.2,250.0,5,0,hard,2,0,TRAIN
S170,singlePigLatin,medium,0.3333333333333333,250.0,3,0,easy,0,0,TRAIN
S170,overNineThousand,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S170,hasTwoDigits,medium,0.5,250.0,2,0,easy,0,0,TRAIN
S170,canDrinkAlcohol,medium,0.25,250.0,4,0,medium,1,1,TRAIN
S170,isEvenPositiveInt,hard,0.0,250.0,1,0,medium,1,0,TRAIN
S170,factorial,easy,0.125,250.0,8,2,hard,2,0,TRAIN
S170,fibonacci,medium,0.5,250.0,2,3,easy,0,1,TRAIN
S175,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S175,intToFloat,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S175,firstAndLast,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S175,singlePigLatin,medium,0.16666666666666666,250.0,6,0,medium,1,0,TRAIN
S180,helloWorld,medium,0.0,250.0,10,0,,-1,0,TRAIN
S180,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S187,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S187,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S187,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S187,convertToDegrees,easy,0.0,250.0,1,0,easy,0,0,TRAIN
S187,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S187,leftoverCandy,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S187,backwardsCombine,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S187,firstAndLast,medium,0.0,250.0,4,0,easy,0,0,TRAIN
S187,canDrinkAlcohol,medium,0.3333333333333333,250.0,3,0,medium,1,0,TRAIN
S187,isSubstring,medium,0.0,250.0,7,0,medium,1,1,TRAIN
S194,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S194,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S194,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S201,helloWorld,medium,0.5,250.0,2,0,,-1,0,TRAIN
S201,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S201,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S201,convertToDegrees,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S207,helloWorld,medium,0.1111111111111111,250.0,9,0,,-1,0,TRAIN
S207,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S207,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S207,convertToDegrees,easy,0.5,250.0,2,0,easy,0,1,TRAIN
S207,isPunctuation,hard,0.0,250.0,1,0,easy,0,0,TRAIN
S207,intToFloat,easy,0.0,250.0,1,0,hard,2,0,TRAIN
S211,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S211,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S211,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S211,convertToDegrees,easy,0.5,250.0,2,0,easy,0,1,TRAIN
S211,isPunctuation,hard,0.25,250.0,8,0,easy,0,0,TRAIN
S211,findRoot,easy,0.5,250.0,2,0,hard,2,0,TRAIN
S211,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S211,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S211,howManyEggCartons,hard,0.0,250.0,7,0,easy,0,0,TRAIN
S211,backwardsCombine,easy,0.25,250.0,8,0,hard,2,0,TRAIN
S211,firstAndLast,medium,0.3333333333333333,250.0,3,0,easy,0,0,TRAIN
S211,overNineThousand,easy,0.5,250.0,2,0,medium,1,0,TRAIN
S211,hasTwoDigits,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S211,canDrinkAlcohol,medium,0.3333333333333333,250.0,3,0,medium,1,0,TRAIN
S211,isSubstring,medium,0.2,250.0,5,0,medium,1,1,TRAIN
S331,helloWorld,medium,0.5,250.0,2,0,,-1,0,TRAIN
S331,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S334,helloWorld,medium,0.09090909090909091,250.0,11,0,,-1,0,TRAIN
S334,raiseToPower,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S334,doubleX,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S372,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S372,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S372,raiseToPower,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S372,convertToDegrees,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S372,findRoot,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S372,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S372,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S372,nearestBusStop,hard,0.0,250.0,4,0,easy,0,0,TRAIN
S372,hasTwoDigits,medium,1.0,250.0,1,0,hard,2,0,TRAIN
S372,overNineThousand,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S372,canDrinkAlcohol,medium,0.3333333333333333,250.0,6,0,easy,0,1,TRAIN
S372,isEvenPositiveInt,hard,1.0,250.0,1,0,medium,1,0,TRAIN
S372,carefulSquareRoot,easy,0.0,250.0,1,0,hard,2,0,TRAIN
S372,backwardsCombine,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S372,firstAndLast,medium,1.0,250.0,1,0,easy,0,1,TRAIN
S372,isPunctuation,hard,1.0,250.0,1,0,medium,1,0,TRAIN
S372,singlePigLatin,medium,1.0,250.0,1,0,medium,1,1,TRAIN
S372,anyLowercase,hard,0.2,250.0,5,1,medium,1,0,TRAIN
S378,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S397,helloWorld,medium,0.5,250.0,2,0,,-1,0,TRAIN
S399,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S399,raiseToPower,easy,0.25,250.0,4,0,medium,1,0,TRAIN
S399,doubleX,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S399,convertToDegrees,easy,0.3333333333333333,250.0,3,0,easy,0,0,TRAIN
S399,findRoot,easy,0.0,250.0,3,0,easy,0,0,TRAIN
S399,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S399,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S399,howManyEggCartons,hard,1.0,250.0,1,0,easy,0,1,TRAIN
S399,kthDigit,hard,0.1,250.0,10,0,hard,2,0,TRAIN
S399,hasTwoDigits,medium,1.0,250.0,1,0,hard,2,0,TRAIN
S399,overNineThousand,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S399,canDrinkAlcohol,medium,1.0,250.0,1,0,easy,0,1,TRAIN
S399,isEvenPositiveInt,hard,0.25,250.0,4,0,medium,1,0,TRAIN
S399,carefulSquareRoot,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S430,helloWorld,medium,0.125,250.0,8,0,,-1,0,TRAIN
S430,doubleX,easy,0.6666666666666666,250.0,3,0,medium,1,0,TRAIN
S430,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S430,convertToDegrees,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S430,findRoot,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S430,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S430,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S430,howManyEggCartons,hard,1.0,250.0,1,0,easy,0,1,TRAIN
S430,kthDigit,hard,0.5,250.0,2,0,hard,2,0,TRAIN
S430,overNineThousand,easy,0.5,250.0,2,0,hard,2,0,TRAIN
S444,helloWorld,medium,0.25,250.0,4,0,,-1,0,TRAIN
S444,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S444,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S454,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S454,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S454,raiseToPower,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S454,convertToDegrees,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S454,findRoot,easy,0.0,250.0,3,0,easy,0,0,TRAIN
S454,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S454,leftoverCandy,easy,0.5,250.0,2,0,easy,0,1,TRAIN
S454,howManyEggCartons,hard,0.06666666666666667,250.0,15,0,easy,0,1,TRAIN
S454,kthDigit,hard,1.0,250.0,1,0,hard,2,1,TRAIN
S454,nearestBusStop,hard,1.0,250.0,1,0,hard,2,0,TRAIN
S469,helloWorld,medium,0.2,250.0,5,0,,-1,0,TRAIN
S469,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S469,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S469,convertToDegrees,easy,0.0,250.0,2,0,easy,0,0,TRAIN
S469,findRoot,easy,0.0,250.0,1,0,easy,0,0,TRAIN
S469,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S469,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S496,doubleX,easy,1.0,250.0,1,0,,-1,0,TRAIN
S496,helloWorld,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S496,raiseToPower,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S496,convertToDegrees,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S496,findRoot,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S496,intToFloat,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S496,howManyEggCartons,hard,0.125,250.0,8,0,easy,0,0,TRAIN
S496,leftoverCandy,easy,1.0,250.0,1,0,hard,2,1,TRAIN
S496,kthDigit,hard,0.5,250.0,2,0,easy,0,1,TRAIN
S496,nearestBusStop,hard,0.5,250.0,2,0,hard,2,0,TRAIN
S496,overNineThousand,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S496,hasTwoDigits,medium,0.14285714285714285,250.0,7,0,easy,0,0,TRAIN
S496,canDrinkAlcohol,medium,0.5,250.0,2,0,medium,1,1,TRAIN
S496,isEvenPositiveInt,hard,0.5,250.0,2,0,medium,1,0,TRAIN
S496,carefulSquareRoot,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S496,castString,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S496,stockChange,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S508,doubleX,easy,1.0,250.0,1,0,,-1,0,TRAIN
S508,helloWorld,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S508,raiseToPower,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S508,convertToDegrees,easy,0.0,250.0,1,0,easy,0,0,TRAIN
S508,findRoot,easy,0.0,250.0,1,0,easy,0,0,TRAIN
S508,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S508,leftoverCandy,easy,0.5,250.0,2,0,easy,0,1,TRAIN
S523,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S523,createNumberBlock,hard,0.0,250.0,3,2,easy,0,1,TRAIN
S523,anyLowercase,hard,0.5,250.0,2,1,hard,2,0,TRAIN
S534,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S534,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S534,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S534,convertToDegrees,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S534,findRoot,easy,0.3333333333333333,250.0,3,0,easy,0,0,TRAIN
S534,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S534,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S534,howManyEggCartons,hard,0.5,250.0,2,0,easy,0,1,TRAIN
S534,kthDigit,hard,1.0,250.0,1,0,hard,2,1,TRAIN
S534,nearestBusStop,hard,0.16666666666666666,250.0,6,0,hard,2,0,TRAIN
S534,overNineThousand,easy,0.5,250.0,2,0,hard,2,0,TRAIN
S534,hasTwoDigits,medium,1.0,250.0,1,0,easy,0,0,TRAIN
S534,canDrinkAlcohol,medium,1.0,250.0,1,0,medium,1,0,TRAIN
S534,carefulSquareRoot,easy,1.0,250.0,1,0,medium,1,1,TRAIN
S534,isEvenPositiveInt,hard,1.0,250.0,1,0,easy,0,0,TRAIN
S534,castString,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S534,stockChange,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S534,isPrime,medium,0.16666666666666666,250.0,6,1,easy,0,1,TRAIN
S534,sumOfDigits,hard,0.25,250.0,4,1,medium,1,1,TRAIN
S534,createNumberBlock,hard,0.0,250.0,8,2,hard,2,0,TRAIN
S534,backwardsCombine,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S534,firstAndLast,medium,0.5,250.0,2,0,easy,0,1,TRAIN
S534,isPunctuation,hard,0.0,250.0,3,0,medium,1,0,TRAIN
S535,helloWorld,medium,1.0,250.0,1,0,,-1,0,TRAIN
S535,doubleX,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S535,raiseToPower,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S535,convertToDegrees,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S535,findRoot,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S535,intToFloat,easy,1.0,250.0,1,0,easy,0,0,TRAIN
S535,leftoverCandy,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S535,howManyEggCartons,hard,0.125,250.0,8,0,easy,0,1,TRAIN
S535,kthDigit,hard,0.0,250.0,85,0,hard,2,1,TRAIN
S535,nearestBusStop,hard,0.5,250.0,2,0,hard,2,0,TRAIN
S535,hasTwoDigits,medium,1.0,250.0,1,0,hard,2,0,TRAIN
S535,overNineThousand,easy,1.0,250.0,1,0,medium,1,0,TRAIN
S535,canDrinkAlcohol,medium,1.0,250.0,1,0,easy,0,1,TRAIN
S535,isEvenPositiveInt,hard,0.07142857142857142,250.0,14,0,medium,1,0,TRAIN
S535,carefulSquareRoot,easy,1.0,250.0,1,0,hard,2,0,TRAIN
S535,castString,easy,0.5,250.0,2,0,easy,0,0,TRAIN
S535,stockChange,easy,1.0,250.0,1,0,easy,0,1,TRAIN
S535,oneToN,hard,0.09090909090909091,250.0,11,1,easy,0,0,TRAIN
